2024-01-24 13:29:39,284 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,214 | INFO  | PListStore:[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2024-01-25 14:11:52,214 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,214 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,358 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-13121-1706163112226-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,437 | INFO  | Listening for connections at: tcp://neko:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,437 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 14:11:52,441 | INFO  | Listening for connections at: amqp://neko:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,441 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 14:11:52,445 | INFO  | Listening for connections at: stomp://neko:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,445 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 14:11:52,447 | INFO  | Listening for connections at: mqtt://neko:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,448 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 14:11:52,450 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,481 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-25 14:11:52,518 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@144ab918{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2024-01-25 14:11:52,564 | INFO  | Listening for connections at ws://neko:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2024-01-25 14:11:52,564 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 14:11:52,565 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-13121-1706163112226-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,565 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:52,571 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb only has 69583 mb of usable space. - resetting to maximum available disk space: 69583 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:53,131 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-25 14:11:53,132 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-25 14:12:40,053 | WARN  | Transport Connection to: tcp://127.0.0.1:13211 failed: Channel was inactive (no connection attempt made) for too (>30000) long: tcp://127.0.0.1:13211 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2024-01-26 20:55:21,304 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-13121-1706163112226-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-26 20:55:21,337 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-26 20:55:21,337 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,338 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-26 20:55:21,338 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-26 20:55:21,338 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,339 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,340 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-26 20:55:21,340 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,340 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,340 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,340 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,340 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-26 20:55:21,412 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-26 20:55:21,438 | INFO  | PListStore:[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-01-26 20:55:21,438 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-26 20:55:21,438 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-26 20:55:21,438 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-26 20:55:21,470 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-13121-1706163112226-0:1) uptime 1 day 6 hours | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-26 20:55:21,470 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-13121-1706163112226-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
